Date,Open,High,Low,Close,Adj Close,Volume
2021-05-24,17.000000,18.709999,17.000000,18.500000,18.500000,498100
2021-05-25,18.469999,19.458000,16.487000,19.080000,19.080000,807900
2021-05-26,19.850000,21.740000,19.750000,20.150000,20.150000,1244000
2021-05-27,20.200001,21.350000,19.500000,21.214001,21.214001,905600
2021-05-28,20.622999,21.209999,19.420000,19.490000,19.490000,655100
2021-06-01,20.000000,20.603001,19.350000,19.441000,19.441000,614100
2021-06-02,20.374001,20.375000,19.485001,19.600000,19.600000,422100
2021-06-03,19.440001,19.700001,18.820000,18.900000,18.900000,594200
2021-06-04,18.320000,19.389999,18.010000,19.377001,19.377001,772300
2021-06-07,19.500000,19.500000,18.046000,18.282000,18.282000,364700
2021-06-08,16.559000,17.930000,15.965000,16.450001,16.450001,2587200
2021-06-09,17.150000,17.657000,16.200001,17.091999,17.091999,901700
2021-06-10,17.260000,18.120001,16.930000,17.830000,17.830000,605000
2021-06-11,18.150000,18.315001,16.886999,17.184000,17.184000,388700
2021-06-14,17.850000,18.299999,16.589001,16.980000,16.980000,718800
2021-06-15,16.886999,17.149000,16.476999,16.580000,16.580000,481600
2021-06-16,16.650000,16.802000,15.700000,15.880000,15.880000,931100
2021-06-17,16.165001,16.639999,15.585000,16.299999,16.299999,515100
2021-06-18,16.350000,17.219999,15.600000,15.890000,15.890000,720300
2021-06-21,15.000000,15.750000,14.950000,15.650000,15.650000,1362200
2021-06-22,15.080000,15.400000,14.010000,15.300000,15.300000,1736100
2021-06-23,15.660000,15.990000,15.529000,15.529000,15.529000,366800
2021-06-24,16.030001,16.850000,15.600000,16.799999,16.799999,590800
2021-06-25,16.750000,16.750000,15.510000,15.860000,15.860000,525900
2021-06-28,16.240000,16.652000,15.900000,16.000000,16.000000,348400
2021-06-29,16.129000,17.104000,16.030001,16.600000,16.600000,623600
2021-06-30,15.510000,17.080000,15.510000,17.070000,17.070000,569400
2021-07-01,16.910000,17.190001,16.290001,16.625999,16.625999,496900
2021-07-02,16.350000,17.090000,16.350000,16.646999,16.646999,337200
2021-07-06,16.200001,16.920000,16.049999,16.750000,16.750000,412800
2021-07-07,17.309999,17.309999,15.950000,16.120001,16.120001,469700
2021-07-08,15.860000,15.860000,15.180000,15.390000,15.390000,803700
2021-07-09,16.090000,16.500000,15.390000,16.240000,16.240000,536700
2021-07-12,15.876000,16.549999,15.740000,16.032000,16.032000,231300
2021-07-13,15.600000,16.000000,15.000000,15.240000,15.240000,582200
2021-07-14,15.240000,15.480000,12.860000,13.350000,13.350000,1397700
2021-07-15,13.500000,14.000000,11.330000,11.670000,11.670000,2106600
2021-07-16,11.850000,12.660000,11.328000,11.500000,11.500000,2028800
2021-07-19,11.400000,11.720000,10.010000,11.390000,11.390000,2081900
2021-07-20,11.500000,11.600000,10.780000,11.010000,11.010000,941400
2021-07-21,12.000000,13.772000,11.750000,12.777000,12.777000,1268400
2021-07-22,13.509000,13.650000,12.500000,12.550000,12.550000,472100
2021-07-23,12.900000,13.502000,12.500000,13.480000,13.480000,274600
2021-07-26,14.490000,15.000000,14.445000,14.780000,14.780000,876500
2021-07-27,15.000000,15.000000,13.100000,13.650000,13.650000,555500
2021-07-28,14.075000,14.650000,14.063000,14.290000,14.290000,294200
2021-07-29,14.600000,14.800000,14.150000,14.360000,14.360000,202700
2021-07-30,14.360000,14.531000,13.550000,13.576000,13.576000,268600
2021-08-02,12.180000,14.150000,12.180000,13.745000,13.745000,312100
2021-08-03,14.000000,14.720000,13.593000,13.770000,13.770000,331400
2021-08-04,13.600000,15.590000,13.547000,15.400000,15.400000,964600
2021-08-05,14.580000,16.350000,14.580000,15.893000,15.893000,770600
2021-08-06,15.947000,16.740000,15.900000,16.671000,16.671000,696200
2021-08-09,17.525000,17.525000,16.990000,17.350000,17.350000,543900
2021-08-10,17.500000,18.120001,16.489000,16.530001,16.530001,421400
2021-08-11,16.280001,17.200001,15.300000,15.600000,15.600000,415200
2021-08-12,15.500000,15.593000,14.430000,15.000000,15.000000,437600
2021-08-13,14.960000,16.190001,14.960000,15.592000,15.592000,560800
2021-08-16,15.600000,16.033001,15.000000,15.000000,15.000000,387000
2021-08-17,14.500000,15.350000,13.510000,14.150000,14.150000,620200
2021-08-18,13.200000,15.010000,13.200000,14.990000,14.990000,484100
2021-08-19,13.640000,14.480000,13.601000,13.650000,13.650000,601500
2021-08-20,13.947000,14.680000,13.820000,14.100000,14.100000,332700
2021-08-23,15.490000,15.550000,14.520000,14.654000,14.654000,515700
2021-08-24,15.720000,15.720000,14.573000,14.750000,14.750000,248700
2021-08-25,14.955000,15.180000,14.544000,14.674000,14.674000,262200
2021-08-26,14.750000,14.750000,13.950000,14.095000,14.095000,298100
2021-08-27,13.950000,14.490000,13.590000,14.163000,14.163000,384800
2021-08-30,14.135000,14.400000,13.590000,13.907000,13.907000,246200
2021-08-31,13.950000,14.900000,13.500000,14.900000,14.900000,481400
2021-09-01,15.050000,15.500000,14.330000,15.351000,15.351000,374400
2021-09-02,16.270000,16.270000,14.930000,15.404000,15.404000,485100
2021-09-03,15.700000,15.960000,14.870000,15.850000,15.850000,493300
2021-09-07,16.000000,16.108000,14.750000,15.010000,15.010000,501400
2021-09-08,14.420000,15.000000,13.500000,13.860000,13.860000,520300
2021-09-09,13.750000,14.400000,13.700000,13.850000,13.850000,399400
2021-09-10,14.330000,14.330000,13.244000,13.290000,13.290000,524600
2021-09-13,13.250000,13.700000,12.243000,12.740000,12.740000,695600
2021-09-14,12.400000,13.269000,11.742000,11.853000,11.853000,786100
2021-09-15,12.250000,12.250000,11.644000,11.850000,11.850000,751200
2021-09-16,11.525000,12.700000,11.500000,12.500000,12.500000,392800
2021-09-17,11.500000,12.500000,11.500000,12.000000,12.000000,649700
2021-09-20,10.340000,11.250000,10.340000,11.000000,11.000000,1058800
2021-09-21,12.110000,12.110000,10.597000,10.709000,10.709000,649300
2021-09-22,11.110000,11.250000,10.600000,10.970000,10.970000,499700
2021-09-23,11.720000,11.750000,10.860000,11.220000,11.220000,431800
2021-09-24,10.900000,11.220000,10.340000,10.590000,10.590000,753300
2021-09-27,10.555000,11.260000,10.170000,10.200000,10.200000,668700
2021-09-28,10.000000,10.209000,9.559000,9.620000,9.620000,1310700
2021-09-29,9.620000,10.670000,9.580000,9.930000,9.930000,903800
2021-09-30,9.560000,10.500000,9.560000,10.000000,10.000000,599800
2021-10-01,10.550000,10.950000,9.930000,10.288000,10.288000,493000
2021-10-04,9.790000,10.750000,9.560000,10.076000,10.076000,661000
2021-10-05,10.070000,11.152000,10.050000,10.703000,10.703000,622900
2021-10-06,11.460000,11.460000,8.700000,9.830000,9.830000,4234700
2021-10-07,10.250000,10.510000,9.770000,9.870000,9.870000,778600
2021-10-08,9.890000,10.180000,9.745000,9.860000,9.860000,348100
2021-10-11,10.730000,10.730000,9.380000,10.050000,10.050000,425000
2021-10-12,10.450000,10.450000,9.520000,9.540000,9.540000,528900
2021-10-13,10.080000,10.080000,9.200000,9.230000,9.230000,691600
2021-10-14,10.150000,10.150000,9.254000,9.503000,9.503000,514500
2021-10-15,9.520000,10.000000,9.150000,9.330000,9.330000,746000
2021-10-18,9.500000,9.690000,8.830000,9.150000,9.150000,673300
2021-10-19,9.000000,9.530000,9.000000,9.520000,9.520000,570200
2021-10-20,10.000000,10.670000,9.600000,10.310000,10.310000,1790900
2021-10-21,10.520000,10.680000,9.864000,10.650000,10.650000,1019800
2021-10-22,10.030000,11.000000,9.630000,9.760000,9.760000,829400
2021-10-25,10.030000,10.030000,8.640000,9.520000,9.520000,778000
2021-10-26,9.400000,10.250000,9.100000,9.137000,9.137000,898500
2021-10-27,9.110000,10.740000,8.850000,10.353000,10.353000,2580100
2021-10-28,10.950000,14.886000,10.750000,14.210000,14.210000,4277100
2021-10-29,15.260000,17.420000,15.130000,15.450000,15.450000,2918100
2021-11-01,15.392000,16.670000,13.780000,14.600000,14.600000,1965000
2021-11-02,14.500000,16.020000,14.220000,16.020000,16.020000,1178100
2021-11-03,16.639999,16.750000,15.090000,16.690001,16.690001,954500
